geneID,GSM1563547_phoB_1.rpg.txt,GSM1563548_phoB_2.rpg.txt,GSM1563549_PA14_54510_1.rpg.txt,GSM1563550_PA14_54510_2.rpg.txt,GSM1563551_PA14_WT_1.rpg.txt,GSM1563552_PA14_WT_2.rpg.txt
PA14_26160,3,4,3,8,6,6
PA14_26165,15,9,4,11,13,20
PA14_26190,91,71,60,98,93,75
PA14_26200,4,6,3,1,2,4
"PA14_26210,hisP",0,4,2,2,4,2
"PA14_26220,hisM",1,0,4,1,0,2
"PA14_26230,hisQ",0,2,0,1,0,0
"PA14_26240,hisJ",2,5,2,0,0,0
PA14_26260,0,0,1,0,0,1
PA14_26270,12,15,7,21,15,17
PA14_26280,53,52,31,47,51,52
PA14_26300,0,0,0,0,1,0
PA14_26310,6,8,0,7,1,4
PA14_26330,6,13,10,12,6,6
PA14_26340,0,0,0,0,0,0
PA14_26350,114,152,104,121,77,98
"PA14_26360,btuC",5,4,5,7,8,4
PA14_26390,5,14,5,14,9,14
PA14_26400,2,5,3,3,8,1
PA14_26420,20,52,32,36,28,62
"PA14_26450,yebN",2,1,1,3,7,2
"PA14_26460,cobK",5,2,3,3,2,0
"PA14_26470,cbiD",10,9,7,13,14,7
"PA14_26480,cobL",10,12,8,6,11,12
PA14_26485,20,15,19,19,18,19
"PA14_26500,cobH",8,10,9,14,15,8
"PA14_26510,cobI",14,21,19,23,14,24
"PA14_26530,cobJ",13,12,9,19,15,20
PA14_26540,97,101,77,109,99,108
PA14_26550,209,279,133,216,196,230
PA14_26560,112,140,74,153,73,127
PA14_26570,64,94,38,44,47,54
PA14_26580,2,3,1,4,8,1
PA14_26590,363,701,316,410,185,374
PA14_26600,69,125,73,70,88,108
PA14_26610,25,18,12,17,36,27
PA14_26620,96,181,70,84,105,109
PA14_26640,20,15,13,22,12,6
PA14_26650,7,9,4,6,4,6
PA14_26670,20,25,34,22,25,19
PA14_26690,6,4,4,6,2,3
PA14_26700,23,34,24,39,27,45
"PA14_26720,mccB",12,28,12,27,16,16
PA14_26730,7,20,9,28,14,15
PA14_26750,31,39,23,35,31,30
PA14_26760,44,40,26,52,35,52
PA14_26770,58,91,65,71,65,70
PA14_26780,113,184,79,72,95,103
PA14_26810,5,11,129,154,72,128
PA14_26830,2,4,47,60,21,35
PA14_26850,7,6,8,9,6,9
"PA14_26860,hpkR",28,23,32,46,48,57
PA14_26870,1,1,1,0,0,0
PA14_26880,29,23,23,37,22,41
"PA14_26890,pyrF",32,26,9,20,11,17
"PA14_26910,moxR",34,53,26,32,46,31
PA14_26920,5,5,5,7,9,7
PA14_26930,33,42,23,31,50,35
PA14_26940,18,13,11,12,15,16
PA14_26960,44,63,38,47,40,33
PA14_26970,29,52,23,42,25,31
PA14_26980,58,86,65,64,30,106
PA14_26990,33,66,38,66,24,46
PA14_27000,151,227,92,135,160,223
"PA14_27020,mttC",14,19,10,12,16,15
PA14_27050,143,155,85,123,60,145
PA14_27070,36,72,45,43,50,49
"PA14_27090,lipH",2,6,1,4,3,7
"PA14_27100,lipA",1,2,4,12,9,10
"PA14_27110,ligT",2,8,1,6,5,3
PA14_27120,46,81,33,42,28,36
"PA14_27130,greB",37,47,19,39,57,46
PA14_27140,54,88,30,52,63,54
PA14_27150,28,56,34,23,68,21
"PA14_27160,tesA",96,139,65,81,97,91
PA14_27170,19,25,7,24,26,15
"PA14_27180,erfK",261,349,134,215,155,228
PA14_27190,243,179,217,132,265,232
PA14_27200,29,26,12,28,33,50
"PA14_27210,efp",541,609,498,608,433,788
"PA14_27220,ohr",6,9,0,6,5,7
PA14_27230,123,133,81,212,63,185
PA14_27250,1,4,0,3,2,6
PA14_27270,3,10,3,12,7,13
PA14_27280,13,15,5,10,11,9
PA14_27290,3,4,0,2,1,1
PA14_27310,25,21,12,24,30,25
"PA14_27330,dhs",57,85,57,111,63,65
PA14_27350,30,32,15,30,19,24
PA14_27360,17,30,12,26,11,15
"PA14_27370,deaD",59,67,47,97,54,66
PA14_27390,15,22,20,16,11,18
PA14_27400,2,1,0,1,3,1
"PA14_27410,trpC",0,2,1,2,0,3
"PA14_27420,trpB",2,1,3,0,0,1
PA14_27430,1,4,3,5,5,4
"PA14_27440,trpR",31,46,24,33,29,17
PA14_27450,4,9,2,7,7,4
"PA14_27460,tpm",65,73,53,74,97,72
PA14_27470,53,123,53,69,57,78
"PA14_27480,htpX",324,597,245,224,296,413
PA14_27490,7,6,3,4,10,8
"PA14_27500,yfbQ",120,126,105,167,128,165
"PA14_27510,msrB",51,111,36,65,31,55
"PA14_27520,gpo",101,88,66,110,112,110
PA14_27530,55,36,33,52,59,64
PA14_27550,170,262,140,170,139,180
PA14_27560,145,151,86,167,159,153
PA14_27570,57,74,54,73,45,81
PA14_27580,63,71,56,77,56,55
PA14_27590,162,183,107,183,162,151
PA14_27600,257,136,381,191,305,175
PA14_27610,311,721,968,316,1575,175
PA14_27620,269,811,657,244,900,170
"PA14_27630,rebB1",16,27,6,19,9,8
"PA14_27640,rebB2",47,103,34,37,47,39
PA14_27650,7,8,2,1,6,2
PA14_27660,1,1,0,1,1,3
PA14_27675,43,50,21,28,16,41
PA14_27680,1,6,1,5,2,1
"PA14_27690,fecI",0,0,1,1,0,2
PA14_27700,4,1,0,5,0,4
PA14_27710,67,119,61,78,65,60
PA14_27720,32,44,26,31,19,29
"PA14_27730,fadE",517,684,443,622,537,646
PA14_27740,24,21,18,32,4,43
"PA14_27755,yliJ",60,53,50,55,53,84
"PA14_27770,yadG",106,90,90,129,123,140
"PA14_27780,yadH",66,55,41,70,50,82
PA14_27800,24,35,18,21,30,27
"PA14_27810,copR",27,47,32,36,32,37
PA14_27830,0,0,1,0,1,2
PA14_27840,4,4,5,3,5,0
"PA14_27850,queF",46,39,23,51,28,38
PA14_27870,57,78,45,47,77,63
PA14_27880,0,9,48,55,47,53
PA14_27890,3,2,29,33,49,29
PA14_27900,17,18,16,27,43,18
PA14_27910,18,16,10,16,11,13
"PA14_27920,vacJ",114,144,91,122,87,153
PA14_27930,52,96,57,71,44,68
PA14_27940,734,932,721,851,813,963
PA14_27950,198,268,201,270,185,260
"PA14_27960,tal",445,565,422,621,514,603
"PA14_27980,yjbN",35,34,16,35,34,35
PA14_27990,231,207,186,237,81,259
PA14_28000,115,126,85,136,97,152
PA14_28010,20,23,21,17,21,26
PA14_28020,4,2,4,5,4,2
PA14_28030,43,53,39,49,31,35
PA14_28040,10,13,5,2,4,4
PA14_28050,194,178,146,172,165,227
"PA14_28060,cpg2",40,59,42,43,30,51
PA14_28070,9,11,2,2,3,7
PA14_28080,0,3,1,2,0,1
PA14_28090,4,1,1,1,0,3
PA14_28100,2,4,0,5,1,0
PA14_28110,6,4,1,4,5,9
PA14_28120,97,126,63,78,66,101
PA14_28130,80,80,50,81,37,73
PA14_28140,21,48,15,18,10,28
PA14_28150,9,11,9,8,13,8
"PA14_28170,yfdC",41,56,42,49,50,45
"PA14_28180,ordL",34,35,27,50,24,32
PA14_28190,14,19,14,6,4,13
PA14_28200,56,48,46,66,46,81
PA14_28210,33,26,18,27,32,57
PA14_28220,20,21,16,13,24,30
PA14_28230,6,9,3,16,1,4
PA14_28240,8,15,9,12,9,8
PA14_28250,90,147,86,126,62,107
PA14_28260,109,143,78,101,42,125
PA14_28280,84,98,52,94,102,90
PA14_28290,15,15,9,19,12,25
PA14_28300,1,4,1,3,2,2
PA14_28310,5,3,6,4,4,7
PA14_28320,16,16,14,10,19,11
PA14_28330,1,0,8,6,5,3
PA14_28340,75,94,63,76,57,82
PA14_28350,14,50,20,26,25,34
PA14_28360,55,60,20,44,60,61
PA14_28370,5,4,1,3,3,6
PA14_28380,10,12,4,7,9,8
PA14_28390,1,2,1,6,5,1
"PA14_28400,oprQ",560,593,456,681,349,814
PA14_28410,9,10,7,0,4,8
PA14_28420,18,28,10,20,23,25
PA14_28430,11,20,10,10,11,12
PA14_28440,88,114,78,103,74,128
"PA14_28450,eco",120,184,115,143,77,141
PA14_28460,147,149,128,159,130,173
PA14_28470,1,3,6,3,7,9
PA14_28490,99,157,82,100,106,96
PA14_28500,87,139,44,67,80,76
PA14_28510,8,7,3,7,6,12
PA14_28520,54,41,42,31,27,30
PA14_28530,80,109,57,63,82,74
PA14_28540,3,2,33,37,10,18
PA14_28560,2,4,4,3,7,3
"PA14_28570,endA",4,8,3,8,7,9
PA14_28580,13,29,7,23,9,17
"PA14_28590,mapB",43,43,32,56,26,43
PA14_28600,146,180,136,174,187,226
PA14_28610,44,86,36,55,49,34
PA14_28620,63,133,63,85,48,44
PA14_28630,13,18,5,13,8,8
"PA14_28650,thrS",1174,1250,849,1192,591,1368
"PA14_28660,infC",2745,2827,1671,2768,3346,3015
"PA14_28670,rpmI",807,788,592,888,512,1105
"PA14_28680,rplT",1088,911,708,1173,1153,1633
"PA14_28690,pheS",229,175,167,267,236,299
"PA14_28710,pheT",1216,1278,868,1065,1544,1342
"PA14_28720,ihfA",583,620,367,571,491,691
PA14_28730,424,675,343,428,247,507
PA14_28740,370,180,679,273,244,389
PA14_28750,4,7,7,1,2,5
PA14_28760,48,75,44,71,35,64
PA14_28770,297,278,227,294,129,291
PA14_28780,81,85,70,65,25,62
PA14_28790,52,42,47,45,14,73
PA14_28800,211,232,221,241,123,330
PA14_28810,1492,1425,1240,1545,1235,2026
PA14_28820,1000,1051,842,1131,617,1334
PA14_28830,1184,968,932,1313,952,1566
PA14_28840,1717,1606,1312,1751,1154,1948
PA14_28850,422,433,295,372,534,472
PA14_28870,67,61,36,81,50,91
PA14_28880,22,23,20,15,34,20
PA14_28895,127,127,107,141,156,151
PA14_28910,14,19,6,17,12,13
PA14_28920,80,95,97,108,110,115
PA14_28930,11,1,2,4,2,3
PA14_28940,8,15,4,7,10,13
PA14_28950,53,55,36,64,71,78
PA14_28960,36,58,26,37,24,42
PA14_28970,2,0,0,1,1,2
PA14_28980,0,3,1,1,2,3
PA14_28990,13,20,9,12,16,17
PA14_29000,36,46,15,22,23,22
PA14_29010,58,60,35,72,61,60
"PA14_29020,cpo",76,155,66,95,56,87
PA14_29030,17,18,9,13,18,21
PA14_29040,0,0,1,1,0,0
PA14_29050,6,7,7,9,4,5
PA14_29060,22,16,9,15,13,28
PA14_29070,8,12,3,3,14,7
"PA14_29090,potF4",14,8,9,7,3,5
PA14_29100,55,44,55,49,56,51
"PA14_29110,cysK",211,254,198,254,262,262
PA14_29120,53,69,39,50,45,53
PA14_29130,404,371,336,447,389,422
PA14_29150,38,34,33,40,21,43
PA14_29160,197,210,167,236,115,294
PA14_29180,12,11,9,14,18,13
PA14_29190,22,27,8,21,9,29
PA14_29200,18,32,15,30,13,37
"PA14_29210,tetV",9,3,1,8,7,6
"PA14_29220,opdB",20,29,11,24,9,27
PA14_29230,58,74,50,83,36,61
PA14_29240,27,23,19,21,18,29
PA14_29250,6,5,5,4,3,8
PA14_29260,44,63,34,54,53,64
"PA14_29270,yaiW",36,45,20,43,31,45
"PA14_29280,trxA",13,16,7,6,14,20
PA14_29290,9,8,9,10,8,6
PA14_29300,34,39,28,23,25,32
PA14_29320,8,13,6,7,8,7
PA14_29330,176,225,177,216,95,238
PA14_29340,2,4,2,1,1,0
"PA14_29350,pfeA",2,6,3,6,3,6
"PA14_29360,pfeS",4,9,4,4,4,6
PA14_29390,171,286,127,209,131,255
"PA14_29400,rhs",206,181,136,152,157,210
PA14_29410,40,36,26,43,32,28
"PA14_29420,ysgA",58,33,15,65,24,44
PA14_29440,3,6,5,6,7,12
"PA14_29460,qor",5,9,6,9,9,6
PA14_29470,59,65,31,65,34,52
"PA14_29480,wzm",9,10,3,7,7,6
"PA14_29490,hplR",22,34,21,18,10,18
"PA14_29500,hplS",6,11,8,14,11,15
"PA14_29510,hplT",7,8,7,5,4,3
"PA14_29520,hplU",5,3,0,5,0,7
"PA14_29530,hplV",2,6,3,3,2,1
"PA14_29540,hplW",1,5,5,3,9,6
PA14_29550,6,12,3,5,5,6
PA14_29560,29,15,14,19,18,14
PA14_29570,10,6,10,9,19,6
PA14_29575,31,38,16,25,15,28
PA14_29590,383,433,352,423,433,552
"PA14_29600,ptpS",27,22,9,16,10,12
"PA14_29620,norR",32,39,23,25,35,19
"PA14_29640,fhp",28,69,17,39,14,36
PA14_29650,28,41,16,23,26,22
PA14_29660,31,41,19,27,22,21
PA14_29680,24,35,12,24,16,23
PA14_29690,21,33,20,29,24,29
PA14_29710,376,343,180,199,273,282
PA14_29720,172,165,76,134,181,176
PA14_29730,106,113,55,89,71,106
PA14_29740,115,104,63,101,99,104
PA14_29750,5,4,0,2,5,3
PA14_29760,75,91,77,87,72,85
PA14_29770,18,15,15,14,8,20
PA14_29800,100,103,97,127,91,142
PA14_29820,117,154,115,141,85,170
PA14_29830,9,5,7,4,10,7
"PA14_29850,nuoN",333,371,253,408,395,353
"PA14_29860,nuoM",497,516,400,562,609,426
"PA14_29880,nuoL",543,615,452,611,581,549
"PA14_29890,nuoK",95,129,71,130,161,104
"PA14_29900,nuoJ",118,145,88,168,85,135
"PA14_29920,nuoI",215,236,159,275,251,234
"PA14_29930,nuoH",593,676,432,736,541,666
"PA14_29940,nuoG",1285,1229,905,1582,1024,1221
"PA14_29970,nuoF",748,831,526,827,553,783
"PA14_29980,nuoE",276,267,182,246,127,259
"PA14_29990,nuoD",769,888,574,900,532,797
"PA14_30010,nuoB",824,900,544,1070,628,996
"PA14_30020,nuoA",955,1081,666,1041,521,1074
PA14_30030,1,4,3,3,2,3
PA14_30040,16,42,158,310,55,179
"PA14_30050,aceA",430,460,339,529,447,536
PA14_30070,111,139,112,137,107,158
PA14_30080,71,86,45,77,93,83
PA14_30090,116,125,78,91,67,139
PA14_30100,284,340,154,254,272,399
"PA14_30110,purB",157,236,111,153,208,140
PA14_30130,19,30,18,14,21,14
PA14_30140,28,36,30,31,39,18
"PA14_30150,mnmA",163,157,127,182,149,248
"PA14_30160,mutT",6,6,9,4,7,7
"PA14_30180,idh",481,397,416,687,342,528
"PA14_30190,icd",2465,2513,2175,2849,1939,3520
"PA14_30200,cspD",187,191,147,159,99,161
"PA14_30210,clpS",1039,1320,732,967,792,1140
"PA14_30230,clpA",2616,3368,2174,2835,1819,3379
"PA14_30240,infA",58,119,49,74,32,102
"PA14_30260,ate1",209,396,130,182,105,174
"PA14_30270,aat",29,27,31,28,31,38
"PA14_30280,trxB1",182,251,160,248,134,248
"PA14_30290,ftsK",738,851,670,828,878,920
"PA14_30310,lolA",273,289,228,309,238,298
"PA14_30320,ycaJ",357,333,254,379,310,412
"PA14_30330,serS",296,320,258,315,359,326
"PA14_30340,cysG",182,214,156,197,184,219
"PA14_30350,yqjG",68,110,42,57,44,62
PA14_30360,195,242,129,207,158,165
PA14_30370,48,95,59,62,61,61
PA14_30380,43,86,30,60,53,44
PA14_30390,32,49,20,42,26,39
"PA14_30400,dsrE",43,52,36,32,35,30
"PA14_30410,yccA",415,778,365,372,231,442
PA14_30420,24,27,19,13,29,32
PA14_30430,32,25,19,17,21,32
PA14_30440,23,20,15,22,12,15
PA14_30450,24,21,22,17,19,24
PA14_30460,10,14,6,5,5,9
PA14_30470,13,15,4,8,16,26
PA14_30490,12,10,8,3,14,13
PA14_30500,13,15,6,4,9,10
PA14_30520,2,5,5,4,6,8
PA14_30540,6,2,2,6,3,4
"PA14_30550,ssuA",7,15,5,11,11,13
PA14_30560,21,19,8,20,12,30
"PA14_30570,potF",530,700,355,592,487,608
PA14_30580,767,1034,537,887,353,904
PA14_30590,18,52,23,38,4,27
PA14_30600,6,1,4,4,0,8
PA14_30620,536,698,386,553,288,618
"PA14_30630,pqsH",352,324,286,451,339,522
"PA14_30650,gacA",425,594,298,432,250,404
"PA14_30660,uvrC",144,192,113,189,146,158
"PA14_30670,pgsA",68,98,63,79,55,83
PA14_30680,343,904,904,284,1396,219
PA14_30690,47,96,56,54,50,83
PA14_30700,545,719,468,499,407,668
PA14_30710,202,347,147,235,157,311
PA14_30720,399,334,525,255,394,307
PA14_30730,147,168,155,195,121,221
"PA14_30740,mdaB",4,1,1,4,6,3
PA14_30750,85,81,46,102,48,71
PA14_30760,41,64,25,57,46,46
PA14_30770,23,39,25,41,35,27
PA14_30790,37,35,23,38,31,28
PA14_30800,60,122,52,104,78,96
"PA14_30810,alkB1",28,22,14,31,23,38
PA14_30820,195,347,236,249,152,294
PA14_30830,297,431,253,322,284,350
PA14_30840,116,165,122,149,150,141
"PA14_30850,trbI",4,15,4,12,5,8
"PA14_30860,trbG",7,2,0,3,5,6
"PA14_30870,trbF",2,1,3,2,1,2
"PA14_30880,trbL",4,12,4,7,4,9
PA14_30890,0,0,0,1,0,0
"PA14_30900,trbJ",7,8,8,9,7,9
"PA14_30910,trbE",19,22,10,17,13,11
"PA14_30930,trbC",2,3,0,2,2,0
"PA14_30940,trbB",2,2,4,1,2,2
PA14_30950,0,0,2,5,2,2
"PA14_30960,traG",11,7,3,8,3,5
"PA14_30970,bphR",208,309,164,223,274,192
PA14_30980,40,54,47,81,37,54
PA14_30990,23,25,19,22,24,40
PA14_31000,23,22,19,26,26,28
PA14_31010,113,112,91,115,76,139
PA14_31030,39,31,34,35,22,50
PA14_31040,36,22,21,42,35,39
PA14_31050,478,343,287,424,282,516
PA14_31060,178,173,140,189,136,172
PA14_31070,3,3,2,6,5,5
PA14_31080,2,0,0,1,4,3
PA14_31090,0,2,1,4,1,1
PA14_31100,0,0,1,1,1,4
PA14_31110,0,3,1,3,1,2
PA14_31130,1,0,1,3,0,0
PA14_31150,8,5,45,38,52,56
PA14_31160,14,20,4,3,1,4
PA14_31170,9,4,0,1,0,0
PA14_31180,8,18,6,16,4,12
PA14_31190,6,9,7,6,3,10
PA14_31200,1,0,0,0,0,0
PA14_31220,5,5,2,8,3,3
PA14_31230,5,2,2,4,3,5
PA14_31240,129,145,90,165,135,142
PA14_31250,0,0,0,3,0,3
PA14_31260,0,1,0,1,0,0
PA14_31270,30,51,31,43,34,37
PA14_31280,26,30,14,37,19,40
"PA14_31290,pa1L",59,76,74,66,4,81
PA14_31300,112,120,83,110,59,113
PA14_31310,61,33,34,34,49,60
PA14_31330,7,10,7,13,10,5
PA14_31340,2,2,3,3,1,0
PA14_31350,554,805,440,665,291,643
PA14_31360,184,216,107,203,113,192
"PA14_31370,tam",321,459,217,429,121,293
"PA14_31380,sfpA",1,2,1,2,2,3
PA14_31390,23,23,18,18,16,21
"PA14_31400,ctpH",32,67,32,35,33,29
PA14_31420,39,114,33,60,56,53
PA14_31430,15,16,11,9,16,19
PA14_31440,78,96,68,102,89,109
PA14_31450,13,17,3,7,2,8
PA14_31460,20,20,7,15,23,38
PA14_31470,7,13,8,12,10,12
PA14_31480,18,19,10,26,13,12
PA14_31500,12,20,9,19,18,14
PA14_31510,4,3,6,8,6,15
PA14_31530,14,18,11,10,13,10
"PA14_31540,acdA",8,17,7,12,3,22
PA14_31560,40,68,29,35,30,37
PA14_31580,14,12,11,23,14,22
PA14_31610,58,91,54,72,78,77
PA14_31620,8,9,72,97,23,78
PA14_31630,4,5,2,6,3,4
PA14_31640,6,7,2,7,4,4
"PA14_31650,xthA",96,104,81,126,86,118
PA14_31660,70,86,37,51,33,61
PA14_31680,123,202,77,133,79,145
PA14_31690,112,168,75,100,106,130
"PA14_31700,pgsA",38,46,9,31,43,40
PA14_31720,96,96,72,77,87,101
PA14_31730,25,20,10,13,43,41
PA14_31740,4,8,3,8,3,9
PA14_31750,30,35,18,50,37,40
"PA14_31760,cdsA",41,47,36,44,54,78
PA14_31770,15,21,18,9,7,19
PA14_31780,15,18,9,22,16,27
PA14_31800,66,67,55,71,48,78
"PA14_31810,tpx",87,80,59,97,96,112
"PA14_31820,hisC",2,2,1,0,0,4
PA14_31840,44,63,44,62,55,37
PA14_31850,89,107,79,132,74,116
PA14_31870,29,31,24,35,52,30
PA14_31890,54,107,61,96,62,91
PA14_31900,68,83,68,78,86,90
"PA14_31920,opmB",21,26,30,26,23,25
PA14_31930,0,0,2,2,2,1
"PA14_31950,cztS",1,12,8,1,4,8
"PA14_31960,czrR",19,25,15,13,24,12
"PA14_31970,czcC",0,1,0,0,0,2
"PA14_31990,czcB",0,0,1,3,2,0
"PA14_32060,xylS",17,10,7,10,4,13
"PA14_32080,xylX",0,3,1,3,1,3
"PA14_32100,xylY",2,2,0,2,0,3
"PA14_32110,xylZ",2,3,1,5,0,5
"PA14_32130,benD",1,5,1,0,3,2
"PA14_32140,antC",259,5,23,368,21,156
"PA14_32150,antB",281,12,31,375,51,160
"PA14_32160,antA",612,25,52,708,57,359
PA14_32190,65,13,14,71,23,35
"PA14_32200,catR",5,6,2,1,7,2
"PA14_32220,catB",30,4,4,20,4,4
"PA14_32230,catC",28,4,4,16,0,9
"PA14_32240,catA",41,7,4,8,7,4
PA14_32250,0,0,0,4,0,1
"PA14_32270,oprD3",37,69,26,50,6,49
PA14_32280,131,138,85,153,53,178
PA14_32290,10,19,10,20,26,21
PA14_32300,16,12,11,17,7,17
PA14_32310,24,27,10,13,8,26
PA14_32330,9,17,10,14,10,16
PA14_32340,0,2,0,2,2,4
PA14_32350,3,3,1,4,4,6
PA14_32360,8,7,6,7,2,4
PA14_32370,7,5,1,4,2,2
"PA14_32380,oprN",9,9,6,12,8,4
"PA14_32390,mexF",20,56,22,38,19,50
"PA14_32400,mexE",7,14,7,10,11,15
"PA14_32410,mexT",37,52,37,43,25,51
PA14_32420,193,208,162,255,175,302
PA14_32440,4,4,2,5,3,1
PA14_32450,9,16,7,9,7,3
PA14_32460,8,11,2,10,11,9
PA14_32470,5,3,1,7,3,6
PA14_32480,12,52,27,22,34,26
PA14_32490,50,90,31,54,34,44
PA14_32500,35,45,22,31,35,30
PA14_32520,54,69,48,61,57,66
PA14_32530,18,14,13,25,13,14
PA14_32540,15,26,17,35,15,26
PA14_32570,8,4,7,8,8,10
PA14_32580,9,5,2,6,6,14
"PA14_32590,dipZ2",37,36,18,51,30,26
PA14_32600,11,16,14,18,25,26
"PA14_32610,dsbG",49,64,37,53,33,70
PA14_32630,55,77,43,70,71,48
PA14_32640,0,1,1,0,0,0
PA14_32650,0,0,0,1,0,0
PA14_32660,0,0,0,0,2,1
PA14_32670,1,0,2,1,4,1
"PA14_32690,gtdA",4,3,2,3,4,3
PA14_32700,9,9,4,15,10,6
PA14_32710,11,7,3,4,2,7
PA14_32720,2,2,2,1,2,5
"PA14_32740,optS",4,6,8,6,2,4
PA14_32750,3,4,2,0,2,3
PA14_32770,20,30,25,28,22,35
PA14_32780,46,46,28,50,43,59
PA14_32790,1178,988,780,994,883,1531
PA14_32810,27,66,31,24,10,32
PA14_32820,74,95,54,83,37,58
PA14_32830,43,53,35,47,20,69
PA14_32840,20,35,19,33,16,18
PA14_32850,20,21,12,14,14,23
PA14_32860,24,33,24,31,19,17
PA14_32880,27,21,16,21,13,25
PA14_32890,11,22,8,22,6,9
PA14_32905,8,6,3,4,3,2
PA14_32930,29,26,12,20,13,21
PA14_32940,39,60,31,43,45,45
PA14_32950,66,87,71,70,53,72
PA14_32970,13,24,16,13,18,20
"PA14_32985,gcvH2",29,27,21,25,18,23
"PA14_33000,gcvP2",282,281,155,253,159,269
"PA14_33010,glyA2",99,65,49,64,46,79
"PA14_33030,sdaA",93,88,62,73,47,59
"PA14_33040,gcvT2",47,34,37,45,37,41
PA14_33050,18,22,12,21,10,16
PA14_33060,10,13,6,6,13,12
PA14_33070,18,7,16,13,18,17
PA14_33080,3,7,5,11,12,10
PA14_33110,5,3,3,12,9,6
PA14_33120,32,55,19,44,27,43
PA14_33130,31,20,22,40,26,35
PA14_33150,18,26,8,15,25,15
PA14_33160,123,133,81,104,66,109
PA14_33170,15,5,8,4,6,7
PA14_33190,17,23,12,12,13,26
PA14_33200,2,3,1,6,5,5
PA14_33220,9,18,9,14,11,16
PA14_33230,0,1,2,0,1,3
PA14_33240,6,7,123,138,87,161
PA14_33250,0,1,18,11,15,7
"PA14_33260,pvdS",3,1,2,5,1,2
"PA14_33270,pvdG",1,1,2,0,0,0
"PA14_33280,pvdL",19,22,9,19,10,12
PA14_33290,250,283,212,352,248,292
PA14_33300,225,257,196,293,207,288
PA14_33310,363,390,368,455,351,469
PA14_33320,279,314,305,432,363,352
PA14_33330,295,374,323,435,338,446
PA14_33340,363,374,360,512,301,487
PA14_33350,140,116,126,163,118,189
PA14_33360,3,10,5,11,1,14
PA14_33370,0,0,3,1,1,1
PA14_33380,1,1,2,0,0,3
"PA14_33410,opdJ",6,2,1,3,1,1
PA14_33420,5,8,1,7,1,3
PA14_33430,2,8,2,4,4,2
PA14_33440,41,47,18,42,43,35
"PA14_33450,treA",33,57,56,47,24,35
PA14_33460,29,42,27,30,30,35
"PA14_33480,sndH",147,183,151,197,126,189
"PA14_33500,pvdH",26,30,17,33,22,34
PA14_33510,1,2,0,1,1,0
PA14_33520,11,1,5,5,5,7
PA14_33530,2,2,1,7,7,2
PA14_33540,1,7,1,3,7,2
PA14_33550,1,0,0,0,0,1
PA14_33560,1,3,1,1,1,2
PA14_33570,0,1,0,0,0,2
PA14_33580,6,3,0,3,1,2
PA14_33590,0,7,2,3,1,2
PA14_33600,8,8,3,7,5,10
PA14_33610,128,167,88,143,107,161
"PA14_33630,pvdJ",99,125,69,100,67,118
"PA14_33650,pvdD",147,135,108,155,144,188
"PA14_33680,fpvA",6,12,10,17,6,8
"PA14_33690,pvdE",3,1,2,5,6,3
"PA14_33700,pvdF",31,28,24,30,17,46
"PA14_33710,pvdO",1,1,0,0,1,0
"PA14_33720,pvdN",0,1,0,1,2,1
PA14_33730,2,7,6,2,3,7
"PA14_33740,pvdP",8,22,3,11,14,7
"PA14_33750,opmQ",5,5,5,3,2,2
PA14_33760,6,14,7,5,2,8
PA14_33770,4,7,5,6,5,5
PA14_33780,66,87,55,78,27,73
PA14_33800,12,15,11,19,3,18
"PA14_33810,pvdA",5,2,7,4,4,4
"PA14_33820,pvdQ",14,3,4,5,2,2
PA14_33830,2,4,0,2,3,3
PA14_33840,14,10,7,10,6,15
"PA14_33860,lldA",32,25,7,20,19,10
PA14_33870,152,183,221,244,180,172
PA14_33880,23,18,16,38,33,17
"PA14_33890,aldG",63,105,48,104,59,91
PA14_33900,213,214,157,236,236,215
PA14_33910,10,6,6,6,7,7
PA14_33920,3,11,1,7,2,9
PA14_33930,4,9,6,4,5,3
PA14_33940,17,20,18,21,6,21
PA14_33960,21,66,23,35,23,42
PA14_33970,34,57,43,73,20,54
PA14_33980,17,32,16,32,20,33
PA14_33990,106,125,72,164,88,141
PA14_34000,16,10,13,16,15,16
PA14_34010,81,69,71,126,101,96
PA14_34020,17,13,24,32,15,20
PA14_34030,115,108,111,192,67,145
PA14_34050,303,352,417,699,390,494
PA14_34070,51,75,68,94,65,88
PA14_34080,49,54,41,82,53,84
PA14_34100,79,52,56,80,69,99
PA14_34110,12,13,11,14,16,15
PA14_34130,82,81,105,108,97,109
PA14_34140,31,60,21,38,19,40
"PA14_34150,sfnR",26,28,13,24,20,17
PA14_34170,3,3,1,1,2,1
"PA14_34180,msuE",4,1,2,1,1,3
"PA14_34190,msuD",4,4,0,4,3,3
"PA14_34200,msuC",7,8,3,4,1,3
"PA14_34210,sfnR",2,3,2,4,7,6
PA14_34230,12,20,11,24,13,22
PA14_34250,7,10,5,16,9,10
"PA14_34260,metI-1",4,5,0,1,3,2
"PA14_34270,metN-1",1,2,1,4,0,0
"PA14_34280,metQ-l",1,6,1,3,2,3
PA14_34290,4,5,1,1,4,1
PA14_34300,0,1,3,0,1,0
PA14_34320,2,7,2,2,2,3
PA14_34330,46,49,60,57,42,71
"PA14_34340,mtlZ",2,1,0,4,6,6
"PA14_34350,mtlY",7,5,4,6,6,11
"PA14_34360,mtlD",11,14,10,14,13,15
